False_Positive_Rate,True_Positive_Rate,Thresholds,AUC
0.0,0.0,inf,0.8819439559445689
0.0014395393474088292,0.08900523560209424,1.0,0.8819439559445689
0.0014395393474088292,0.13350785340314136,0.9179543984187986,0.8819439559445689
0.0019193857965451055,0.13350785340314136,0.9164644284789013,0.8819439559445689
0.0019193857965451055,0.16753926701570682,0.9012197818688333,0.8819439559445689
0.0023992322456813818,0.16753926701570682,0.9010158572710314,0.8819439559445689
0.0023992322456813818,0.1806282722513089,0.8430836586845118,0.8819439559445689
0.0028790786948176585,0.1806282722513089,0.8429333128065136,0.8819439559445689
0.0028790786948176585,0.18324607329842932,0.8375114030589774,0.8819439559445689
0.003838771593090211,0.18324607329842932,0.8357945123301507,0.8819439559445689
0.003838771593090211,0.18586387434554974,0.834915178036599,0.8819439559445689
0.004318618042226488,0.18586387434554974,0.8344215670669415,0.8819439559445689
0.004318618042226488,0.20157068062827224,0.827012024973404,0.8819439559445689
0.0047984644913627635,0.20157068062827224,0.8259576078396302,0.8819439559445689
0.0047984644913627635,0.22251308900523561,0.8164129099527709,0.8819439559445689
0.00527831094049904,0.22251308900523561,0.8163450874901067,0.8819439559445689
0.00527831094049904,0.225130890052356,0.8150140234680576,0.8819439559445689
0.007677543186180422,0.225130890052356,0.8101458628927273,0.8819439559445689
0.007677543186180422,0.2486910994764398,0.7634710490136586,0.8819439559445689
0.008637236084452975,0.2486910994764398,0.7576645207992411,0.8819439559445689
0.008637236084452975,0.2696335078534031,0.7400546532477852,0.8819439559445689
0.009117082533589251,0.2696335078534031,0.7385048175654441,0.8819439559445689
0.009117082533589251,0.2801047120418848,0.7373794492531739,0.8819439559445689
0.009596928982725527,0.2801047120418848,0.7365452798118453,0.8819439559445689
0.009596928982725527,0.28272251308900526,0.7351338246155794,0.8819439559445689
0.010076775431861805,0.28272251308900526,0.7346748335380908,0.8819439559445689
0.010076775431861805,0.2905759162303665,0.7308707262325981,0.8819439559445689
0.01055662188099808,0.2905759162303665,0.7308688473149252,0.8819439559445689
0.01055662188099808,0.29581151832460734,0.7297299982741284,0.8819439559445689
0.011036468330134356,0.29581151832460734,0.7282316788225875,0.8819439559445689
0.011036468330134356,0.3036649214659686,0.7239091081336553,0.8819439559445689
0.01199616122840691,0.3036649214659686,0.7203357081933255,0.8819439559445689
0.01199616122840691,0.3298429319371728,0.6905561942261923,0.8819439559445689
0.012476007677543186,0.3298429319371728,0.6750112832975993,0.8819439559445689
0.012476007677543186,0.33507853403141363,0.6730900240079829,0.8819439559445689
0.012955854126679463,0.33507853403141363,0.6696843618696202,0.8819439559445689
0.012955854126679463,0.34554973821989526,0.6634038919419958,0.8819439559445689
0.013435700575815739,0.34554973821989526,0.6630602912061339,0.8819439559445689
0.013435700575815739,0.3481675392670157,0.6630148115752627,0.8819439559445689
0.014875239923224568,0.3481675392670157,0.6571205271205388,0.8819439559445689
0.014875239923224568,0.3586387434554974,0.6541209114789392,0.8819439559445689
0.015355086372360844,0.3586387434554974,0.6540603113726324,0.8819439559445689
0.015355086372360844,0.3612565445026178,0.6540019304987359,0.8819439559445689
0.016314779270633396,0.3612565445026178,0.6527787899827262,0.8819439559445689
0.016314779270633396,0.36387434554973824,0.6509542811934473,0.8819439559445689
0.016794625719769675,0.36387434554973824,0.648747608458131,0.8819439559445689
0.016794625719769675,0.3743455497382199,0.6441278536414001,0.8819439559445689
0.018234165067178502,0.3743455497382199,0.6400223163620749,0.8819439559445689
0.018234165067178502,0.3769633507853403,0.6369488647715732,0.8819439559445689
0.019193857965451054,0.3769633507853403,0.6357398054479559,0.8819439559445689
0.019193857965451054,0.38219895287958117,0.6347589773165877,0.8819439559445689
0.019673704414587333,0.38219895287958117,0.6341813357562027,0.8819439559445689
0.019673704414587333,0.3900523560209424,0.6328750302133014,0.8819439559445689
0.022072936660268713,0.3900523560209424,0.6275148003852645,0.8819439559445689
0.022072936660268713,0.39528795811518325,0.6260156023659448,0.8819439559445689
0.022552783109404992,0.39528795811518325,0.6227751747590788,0.8819439559445689
0.022552783109404992,0.39790575916230364,0.6223515197168729,0.8819439559445689
0.023032629558541268,0.39790575916230364,0.6182698597592766,0.8819439559445689
0.023032629558541268,0.4031413612565445,0.6123284291043749,0.8819439559445689
0.023512476007677544,0.4031413612565445,0.6116298247811676,0.8819439559445689
0.023512476007677544,0.40575916230366493,0.6097592534946173,0.8819439559445689
0.02399232245681382,0.40575916230366493,0.6074486907031326,0.8819439559445689
0.02399232245681382,0.4319371727748691,0.5703078885886599,0.8819439559445689
0.02495201535508637,0.4319371727748691,0.5694413589011116,0.8819439559445689
0.02495201535508637,0.43455497382198954,0.5693426682916447,0.8819439559445689
0.02543186180422265,0.43455497382198954,0.5686931859692638,0.8819439559445689
0.02543186180422265,0.4397905759162304,0.563477121181892,0.8819439559445689
0.025911708253358926,0.4397905759162304,0.5615844163018582,0.8819439559445689
0.025911708253358926,0.4476439790575916,0.5576199571987095,0.8819439559445689
0.026871401151631478,0.4476439790575916,0.556042417953183,0.8819439559445689
0.026871401151631478,0.45287958115183247,0.5558033761155006,0.8819439559445689
0.027351247600767754,0.45287958115183247,0.5538836659824068,0.8819439559445689
0.027351247600767754,0.45549738219895286,0.553356852421975,0.8819439559445689
0.02927063339731286,0.45549738219895286,0.551757919905488,0.8819439559445689
0.02927063339731286,0.46596858638743455,0.5485575325640916,0.8819439559445689
0.029750479846449136,0.46596858638743455,0.5476713033618852,0.8819439559445689
0.029750479846449136,0.468586387434555,0.5470618889935852,0.8819439559445689
0.030230326295585412,0.468586387434555,0.5468469413731247,0.8819439559445689
0.030230326295585412,0.48429319371727747,0.5380306072074609,0.8819439559445689
0.03166986564299424,0.48429319371727747,0.536506927156899,0.8819439559445689
0.03166986564299424,0.49476439790575916,0.5312309914713195,0.8819439559445689
0.03262955854126679,0.49476439790575916,0.5251411822859183,0.8819439559445689
0.03262955854126679,0.5,0.5228451338191059,0.8819439559445689
0.033109404990403074,0.5,0.5206926103566611,0.8819439559445689
0.033109404990403074,0.5026178010471204,0.5165089299859841,0.8819439559445689
0.03502879078694818,0.5026178010471204,0.4892143515999669,0.8819439559445689
0.03502879078694818,0.5078534031413613,0.483527046081593,0.8819439559445689
0.03598848368522073,0.5078534031413613,0.48064998101000883,0.8819439559445689
0.03598848368522073,0.5104712041884817,0.480255688684476,0.8819439559445689
