False_Positive_Rate,True_Positive_Rate,Thresholds,AUC
0.0,0.0,inf,0.9181045311573595
0.0,0.002617801047120419,0.9999530845785892,0.9181045311573595
0.0,0.005235602094240838,0.9999405115321862,0.9181045311573595
0.0004798464491362764,0.005235602094240838,0.9993468723755473,0.9181045311573595
0.0004798464491362764,0.013089005235602094,0.993976880833728,0.9181045311573595
0.0009596928982725527,0.013089005235602094,0.9926994565419583,0.9181045311573595
0.0009596928982725527,0.01832460732984293,0.9865001412555706,0.9181045311573595
0.0014395393474088292,0.01832460732984293,0.9840852180390148,0.9181045311573595
0.0014395393474088292,0.15706806282722513,0.868531022274052,0.9181045311573595
0.0019193857965451055,0.15706806282722513,0.8684381455592937,0.9181045311573595
0.0019193857965451055,0.17539267015706805,0.8593507132263998,0.9181045311573595
0.0023992322456813818,0.17539267015706805,0.858084023370438,0.9181045311573595
0.0023992322456813818,0.19633507853403143,0.8411625844680448,0.9181045311573595
0.0028790786948176585,0.19633507853403143,0.8394820055471625,0.9181045311573595
0.0028790786948176585,0.20157068062827224,0.8320642902803306,0.9181045311573595
0.0033589251439539347,0.20157068062827224,0.8300730571815964,0.9181045311573595
0.0033589251439539347,0.21465968586387435,0.825205676150555,0.9181045311573595
0.003838771593090211,0.21465968586387435,0.8232647250868433,0.9181045311573595
0.003838771593090211,0.22251308900523561,0.8199789371030946,0.9181045311573595
0.0047984644913627635,0.22251308900523561,0.8181585660181192,0.9181045311573595
0.0047984644913627635,0.22774869109947643,0.8100374029962722,0.9181045311573595
0.00527831094049904,0.22774869109947643,0.8095917866242164,0.9181045311573595
0.00527831094049904,0.24345549738219896,0.8031408939213137,0.9181045311573595
0.0067178502879078695,0.24345549738219896,0.7991478548749804,0.9181045311573595
0.0067178502879078695,0.2513089005235602,0.7946048793356768,0.9181045311573595
0.007197696737044146,0.2513089005235602,0.7914551802535705,0.9181045311573595
0.007197696737044146,0.25392670157068065,0.7880113684735043,0.9181045311573595
0.007677543186180422,0.25392670157068065,0.7874055363035224,0.9181045311573595
0.007677543186180422,0.2643979057591623,0.7832283325602132,0.9181045311573595
0.008157389635316698,0.2643979057591623,0.7830101441298082,0.9181045311573595
0.008157389635316698,0.2801047120418848,0.7614294305927551,0.9181045311573595
0.008637236084452975,0.2801047120418848,0.7583443924925944,0.9181045311573595
0.008637236084452975,0.2905759162303665,0.7550442716162364,0.9181045311573595
0.009117082533589251,0.2905759162303665,0.753231475662735,0.9181045311573595
0.009117082533589251,0.29581151832460734,0.7518425002977845,0.9181045311573595
0.009596928982725527,0.29581151832460734,0.7507640206485753,0.9181045311573595
0.009596928982725527,0.31151832460732987,0.7398292451920276,0.9181045311573595
0.010076775431861805,0.31151832460732987,0.7357460408636645,0.9181045311573595
0.010076775431861805,0.3298429319371728,0.7263301278303232,0.9181045311573595
0.01055662188099808,0.3298429319371728,0.7230729961799237,0.9181045311573595
0.01055662188099808,0.33507853403141363,0.7222778846612414,0.9181045311573595
0.011036468330134356,0.33507853403141363,0.7210939777011719,0.9181045311573595
0.011036468330134356,0.337696335078534,0.7201884811458648,0.9181045311573595
0.011516314779270634,0.337696335078534,0.7180722109441408,0.9181045311573595
0.011516314779270634,0.34554973821989526,0.7136029472392484,0.9181045311573595
0.01199616122840691,0.34554973821989526,0.7119515376246638,0.9181045311573595
0.01199616122840691,0.3481675392670157,0.7101866185070319,0.9181045311573595
0.012476007677543186,0.3481675392670157,0.7094897911750916,0.9181045311573595
0.012476007677543186,0.35602094240837695,0.7059545857885081,0.9181045311573595
0.012955854126679463,0.35602094240837695,0.703880566345599,0.9181045311573595
0.012955854126679463,0.36649214659685864,0.7015238022397122,0.9181045311573595
0.014395393474088292,0.36649214659685864,0.6956658567047896,0.9181045311573595
0.014395393474088292,0.3717277486910995,0.6937926615745327,0.9181045311573595
