Scaler,Mean,Std,Min,Max
StandardScaler,1.239903265754519e-17,0.9997540723637229,-2.437537780071349,63.56345473230859
MinMaxScaler,0.11927059337477115,0.266069527004026,0.0,1.0000000000000002
RobustScaler,1075.8733921026842,108772.00814382065,-1.5250193925127304,47345107.985671714
PowerTransformer,2.0690598377856622e-18,0.9997540723637228,-3.253319982697712,11.502056220402388
QuantileTransformer,0.3195832853750868,0.3794387776605462,0.0,1.0
